source,target,weight
17035,1266,1
17035,26177,1
17035,28365,1
17035,4161,1
17035,21592,1
17035,1846,2
17035,26400,1
17035,21447,1
17035,22238,2
17035,9939,2
17035,21610,1
17035,21478,1
17035,23686,1
17035,10360,2
17035,2480,1
17035,2630,1
17035,21647,1
17035,11171,1
17035,2182,1
17035,26330,1
17035,24168,1
17035,7395,4
17035,27130,1
17035,20825,1
17035,1645,1
17035,20804,1
17035,12642,1
17035,6089,1
17035,22915,1
17035,21613,1
17035,2797,1
17035,21782,1
17035,11,1
17035,1049,1
17035,16571,2
17035,2191,1
17035,1600,1
17035,26244,1
17035,20137,4
17035,830,1
17035,157,1
17035,47577,1
17035,28601,1
17035,27115,1
17035,27097,1
17035,1469,1
17035,43624,1
17035,11863,1
17035,17343,1
17035,15553,1
17035,12417,1
17035,7659,1
17035,18030,1
17035,21355,1
17035,17332,1
17035,16411,1
17035,20733,1
17035,26373,1
17035,22320,3
17035,20492,1
17035,21579,1
17035,294,1
17035,2628,1
17035,28592,1
17035,7682,2
17035,21187,1
17035,7658,1
17035,19348,1
17035,14196,1
17035,1814,1
17035,21677,1
17035,16742,1
17035,22237,1
17035,10684,1
17035,26150,1
17035,10410,1
17035,8430,1
17035,18722,1
17035,17958,1
17035,22768,1
17035,26048,1
17035,9891,1
17035,2224,1
17035,19786,1
17035,3735,1
17035,9589,1
17035,10589,1
17035,26569,1
17035,16313,1
17035,12005,1
17035,5548,1
17035,4558,1
17035,524,1
17035,22763,1
17035,26175,1
17035,26700,1
17035,25182,1
17035,3474,1
17035,24288,1
17035,26688,1
17035,9296,1
17035,1628,1
17035,8101,1
17035,10411,1
17035,8822,1
17035,26097,1
17035,25007,1
17035,23795,1
17035,1752,1
17035,17293,2
17035,14455,1
17035,665,2
17035,17641,1
17035,22861,1
17035,27335,1
17035,255,1
17035,8363,1
17035,1030,1
17035,18119,1
17035,17743,2
17035,1536,1
17035,41738,1
17035,23489,1
17035,28357,1
17035,733,1
17035,9163,1
17035,29813,1
17035,28367,1
17035,24629,1
17035,10659,1
17035,753,1
17035,18421,1
17035,283,1
17035,24152,1
17035,51,1
17035,19417,1
17035,5916,1
17035,2124,1
17035,3599,1
17035,29871,1
17035,6168,1
17035,27918,1
17035,18128,1
17035,1334,2
17035,23124,1
17035,13874,1
17035,20535,1
17035,21352,1
17035,15444,1
17035,23698,1
17035,18144,1
17035,23525,1
17035,43,1
17035,24378,1
17035,27455,1
17035,16504,1
17035,232,1
17035,21037,1
17035,25268,1
17035,2079,1
17035,20704,1
17035,17040,1
17035,1345,1
17035,287,1
17035,25155,1
17035,26228,1
17035,12099,1
17035,26162,1
17035,26836,1
17035,26165,1
17035,8269,1
17035,1430,1
17035,24270,1
17035,20306,1
17035,33116,1
17035,24407,1
17035,22887,1
17035,20622,1
17035,6784,1
17035,1512,1
17035,2549,2
17035,16547,1
17035,1218,1
17035,4489,1
17035,26243,1
17035,27091,1
17035,21517,1
17035,23586,1
17035,1464,1
17035,17495,1
17035,668,1
17035,26780,1
17035,24111,1
17035,9661,1
17035,23516,1
17035,58,1
17035,24815,1
17035,12226,1
17035,17116,1
17035,22272,2
17035,13127,1
17035,26274,1
17035,7099,1
17035,23454,1
17035,8679,1
17035,20053,1
17035,28482,1
17035,9531,1
17035,28219,1
17035,9048,1
17035,10089,1
17035,27653,1
17035,21910,1
17035,21615,1
17035,18046,1
17035,8814,1
17035,147,1
17035,10467,1
17035,21941,1
17035,27571,1
17035,22969,1
17035,10865,3
17035,21512,1
17035,26160,1
17035,18017,1
17035,30315,1
17035,9525,1
17035,26277,1
17035,21322,1
17035,21398,1
17035,2303,1
17035,9657,1
17035,19594,1
9306,51,14
9306,43717,1
9306,733,1
9306,20244,3
9306,21349,3
9306,9525,1
9306,20105,1
9306,32742,14
9306,1007,1
9306,75954,1
9306,38245,2
9306,101113,1
9306,18967,1
9306,828,1
9306,4701,1
9306,40078,1
9306,1147,1
9306,20946,1
9306,74355,1
9306,12735,1
9306,18501,1
9306,66906,1
9306,20744,1
9306,101850,1
9306,8227,1
9306,8309,1
9306,18015,17
9306,21368,3
9306,283,1
9306,8499,1
9306,7499,1
9306,19963,1
9306,98453,1
9306,1803,1
9306,5355,2
9306,18440,1
9306,43226,1
9306,6674,1
9306,84311,1
9306,21829,1
9306,5108,1
9306,476,1
9306,20410,1
9306,18206,1
9306,66370,1
9306,18303,1
9306,72713,1
9306,25658,1
9306,18914,1
9306,97869,1
9306,15070,1
9306,42649,1
9306,1751,1
9306,40345,1
9306,3039,3
9306,56440,1
31751,7972,1
31751,11085,1
31751,62051,1
31751,61975,1
31751,3689,1
31751,617,1
31751,64071,1
31751,81894,1
31751,2879,1
31751,468,1
31751,12468,1
31751,14749,1
13524,13526,1
13524,108,1
13524,13561,1
13524,4553,1
13524,16948,1
13526,13566,1
2480,1049,1
2480,32855,1
2480,43929,1
2480,8121,1
2480,488,1
2480,24509,1
2480,14396,1
2480,64164,1
2480,28850,1
2480,60948,1
2480,11338,1
2480,64620,1
2480,47729,1
2480,4772,1
2480,44570,1
2480,27149,1
2480,36000,1
2480,813,1
2480,38201,1
2480,8242,1
2480,3778,2
2480,28880,1
2480,4485,2
2480,47701,1
2480,59601,1
2480,1512,1
2480,1207,1
2480,13520,1
2480,48736,1
2480,8761,1
2480,2261,1
2480,160,1
2480,5659,1
2480,35754,1
2480,42263,1
2480,14435,1
2480,37066,1
2480,2152,1
2480,3123,2
2480,57,1
2480,6354,1
2480,12746,4
2480,14703,1
2480,35216,1
2480,12336,1
2480,4430,1
2480,56519,1
2480,43,1
2480,34208,1
2480,18849,1
2480,83015,1
2480,926,1
2480,60553,1
2480,6248,1
2480,2571,1
2480,56508,1
2480,35448,1
2480,74795,1
2480,8722,1
2480,35556,1
2480,1434,1
2480,60915,1
2480,2107,1
2480,64,2
2480,15859,1
2480,48686,1
2480,6266,2
1049,10246,1
1049,62625,1
1049,61768,1
1049,55007,1
1049,63424,1
1049,7458,1
1049,61764,1
1049,16959,1
1049,10578,1
1049,3092,1
1049,16523,2
1049,62285,1
1049,68196,1
1049,3493,1
1049,62036,1
1049,25196,1
1049,53608,1
1049,75499,1
1049,62138,1
1049,15656,2
1049,5287,1
1049,63814,1
1049,26039,1
1049,10659,1
1049,3630,1
1049,16601,1
1049,61017,1
1049,10805,1
1049,61889,1
1049,62252,1
1049,61124,1
1049,6141,1
1049,13669,1
1049,62151,1
1049,72642,1
1049,62448,1
1049,63586,1
1049,63491,1
1049,33073,1
1049,1536,1
1049,31094,1
1049,28795,1
1049,61950,1
1049,13897,1
1049,76286,1
1049,10501,1
1049,66418,1
1049,40446,1
1049,14104,1
1049,62154,1
1049,41038,1
1049,27828,1
1049,5351,1
1049,25071,1
1049,25195,1
1049,13662,1
1049,23635,1
1049,16394,1
1049,62090,1
1049,731,1
1049,2157,1
1049,1624,1
1049,164,2
1049,1007,1
1049,7752,1
1049,1628,1
1049,7273,1
1049,11132,1
1049,10377,1
1049,2461,1
1049,63102,1
1049,39331,1
1049,58014,1
1049,3123,1
1049,25220,1
1049,25330,1
1049,37287,1
1049,25385,1
1049,56170,1
1049,3755,1
1049,16227,1
1049,71055,1
1049,22103,1
3116,3865,1
3116,8701,1
3116,336,1
3116,1699,1
3116,5942,1
3116,3094,1
3116,4353,1
3116,17424,1
3116,47,1
3116,3128,1
3116,27966,1
3116,19099,1
3116,5061,1
3116,25658,1
3116,16411,1
3116,235,1
3116,3176,4
3116,15737,1
3116,6123,1
3116,1568,1
3116,6334,1
3116,3115,1
3116,17413,1
3116,1847,1
3116,3873,1
3116,3156,1
3116,2349,1
3116,8693,1
3116,11552,1
3116,4172,1
3116,25949,1
40372,50565,1
40372,48910,1
40372,38903,1
40372,43490,1
40372,15303,1
40372,66693,1
40372,2594,1
40372,44041,1
40372,71821,1
40372,76490,1
40372,45081,1
40372,79580,1
40372,81394,2
50565,90392,1
50565,89611,1
50565,90793,1
50565,82148,1
50565,5847,1
50565,85868,1
50565,93316,1
50565,47778,1
50565,50292,1
50565,54472,1
50565,9520,1
50565,44593,2
50565,57978,1
50565,41370,1
50565,75869,1
50565,71166,1
50565,51015,1
50565,68553,1
50565,84558,2
50565,84533,1
50565,48179,1
50565,87945,1
50565,52675,1
50565,87855,1
50565,88850,1
50565,88980,1
50565,53092,2
50565,77289,1
50565,45621,1
50565,73771,1
50565,67050,1
50565,85605,1
50565,44500,1
50565,44265,1
50565,52573,1
50565,76324,1
50565,46541,1
50565,39571,1
9288,427,1
9288,54394,1
62574,12990,1
62574,53568,1
62574,2594,2
12990,64528,1
12990,56909,1
12990,4880,1
12990,62175,1
12990,66641,1
12990,66206,1
12990,80549,1
12990,5217,1
12990,51969,1
12990,62713,1
12990,36815,1
12990,13278,1
12990,77473,1
12990,34699,1
12990,63199,1
12990,87051,1
12990,14376,1
12990,61229,1
12990,64702,1
12990,67419,1
12990,37762,1
12990,42365,1
12990,66245,1
12990,51550,1
12990,57558,1
12990,21825,1
12990,69604,1
12990,46782,1
12990,76509,1
12990,8725,1
12990,17418,1
12990,49178,1
12990,66822,1
12990,66302,1
12990,50796,1
12990,68751,1
12990,67218,1
12990,40990,1
12990,7092,1
12990,55078,1
12990,58627,1
12990,47343,1
12990,55800,1
12990,47826,1
12990,76976,1
12990,43567,1
12990,96249,1
12990,63723,1
12990,14387,1
12990,13027,1
12990,35648,1
12990,8891,1
12990,71355,1
12990,73892,1
12990,74843,1
12990,8558,1
12990,44487,1
12990,15517,1
12990,85070,1
12990,35863,1
12990,71213,1
12990,36457,1
12990,67056,1
12990,65798,1
12990,15850,1
12990,62909,1
12990,61559,1
12990,12893,1
12990,49823,1
12990,14502,1
12990,95534,1
12990,34080,1
12990,62883,1
12990,2977,1
12990,50452,1
12990,53391,1
12990,52415,1
12990,24078,1
12990,51200,1
12990,45417,1
12990,58885,1
12990,15303,1
12990,62650,1
12990,60625,1
12990,76105,1
12990,9454,1
12990,64497,1
12990,50402,1
12990,66977,1
12990,39022,1
12990,63207,1
12990,18797,1
12990,80851,1
12990,62031,1
12990,67021,1
12990,69454,1
12990,51476,1
12990,7496,2
12990,77443,1
12990,42553,1
12990,61318,1
12990,61785,1
12990,3072,1
12990,74090,1
12990,61314,1
12990,23813,1
12990,73763,1
12990,2517,1
12990,35500,1
12990,5872,1
12990,46214,1
12990,34684,1
12990,67242,1
12990,95731,1
12990,62548,1
12990,76852,1
12990,63860,1
12990,95673,1
12990,24993,1
12990,13905,2
12990,2594,1
12990,51297,1
12990,67779,1
49933,6098,1
6098,57994,1
6098,11,1
6098,12614,1
6098,24531,1
6098,13608,1
6098,3235,1
6098,23629,1
6098,6594,2
6098,51524,1
6098,40738,1
6098,28239,1
6098,83456,1
6098,35451,1
6098,23672,1
6098,42418,1
6098,47503,1
6098,42304,1
6098,23037,1
6098,41166,1
6098,10246,1
6098,37334,1
6098,24185,1
6098,23625,1
6098,11107,1
6098,25706,1
6098,46289,1
6098,59015,1
6098,41099,1
57135,4674,1
57135,32392,1
57135,19594,1
57135,732,1
57135,9765,1
57135,93857,2
29545,29544,1
21088,19984,1
19984,32839,1
19984,5610,1
19984,7928,1
19984,10850,1
19984,21517,1
19984,2906,1
19984,19983,1
19984,8410,1
19984,3878,1
19984,97310,1
19984,12951,3
19984,19005,1
19984,17170,1
19984,13662,4
19984,4373,1
19984,48924,1
19984,21467,1
19984,51,2
19984,7966,1
19984,31688,1
19984,16539,1
19984,13708,1
19984,100059,1
19984,731,1
19984,99290,1
19984,7805,1
19984,32826,1
19984,4431,1
19984,14104,1
19984,21286,1
19984,100227,1
19984,100960,3
19984,205,1
19984,100906,1
19984,18699,1
19984,101791,1
19984,36016,1
19984,26623,1
19984,101297,1
19984,47188,1
19984,21753,1
19984,2751,1
19984,1205,1
19984,1847,2
19984,33610,1
19984,31998,1
19984,12653,1
19984,13238,2
82640,75709,1
75709,84576,1
75709,7496,1
75709,57811,1
75709,50583,1
75709,46049,1
75709,8709,1
75709,82562,1
75709,72550,1
75709,41747,1
75709,41947,1
75709,83071,1
75709,82813,1
75709,81374,1
75709,49817,1
59406,59288,1
59406,926,1
59406,7847,1
59288,63544,1
59288,74954,1
59288,61189,1
59288,64135,1
59288,39701,1
59288,75856,1
59288,60372,1
59288,56983,1
59288,60759,1
59288,60155,1
59288,75558,1
59288,64378,1
59288,45842,1
59288,61077,1
59288,35191,1
59288,63104,1
59288,93629,1
59288,62547,1
59288,60056,1
59288,78109,1
59288,54879,1
87694,87623,1
66267,14486,1
14486,6014,1
14486,72472,1
14486,4579,1
14486,56384,1
14486,30437,1
14486,21163,1
14486,93947,1
14486,30460,1
14486,19985,1
14486,62488,1
14486,11637,2
14486,32261,1
14486,26426,1
14486,9043,1
14486,29875,2
14486,16674,1
14486,30578,1
14486,63600,1
14486,23061,1
14486,33654,1
14486,89409,1
14486,18782,1
14486,62380,1
14486,66432,1
14486,61373,1
14486,62355,1
14486,19592,1
14486,59001,1
14486,17293,1
14486,32231,1
14486,34039,1
14486,63654,1
14486,30021,1
14486,4395,1
14486,45680,1
14486,30888,1
14486,12293,2
14486,7222,1
14486,30800,1
14486,19161,1
14486,733,1
14486,32621,1
14486,89267,1
14486,68219,1
14486,2716,2
14486,31965,1
14486,48441,1
14486,13477,2
14486,63161,1
14486,62630,1
14486,14541,1
14486,91470,1
14486,30638,1
14486,21850,1
14486,102238,1
14486,78990,1
14486,12507,1
14486,65043,1
14486,7966,1
14486,89534,1
14486,6129,1
14486,26722,1
14486,56654,1
14486,30488,1
14486,63360,1
14486,90533,1
14486,3547,1
14486,30196,1
14486,44533,1
14486,30548,1
14486,4289,1
14486,30387,1
14486,30347,2
14486,30720,1
14486,75833,1
14486,33236,1
14486,99326,1
14486,63406,1
14486,29809,1
14486,7774,1
14486,1607,1
14486,26857,1
14486,11382,1
14486,60159,1
14486,25715,1
14486,17531,1
14486,30588,1
14486,32004,2
14486,14494,1
14486,53725,1
14486,88866,1
14486,27220,1
14486,31771,1
14486,67473,1
14486,29623,1
14486,62461,1
14486,28976,1
14486,47024,1
14486,16725,1
14486,33365,1
14486,64948,1
14486,19813,1
14486,6452,1
14486,29443,1
14486,57680,1
14486,16807,1
14486,89177,1
14486,63353,1
14486,64650,1
14486,59874,1
14486,21592,1
14486,28702,1
14486,62617,1
14486,30589,1
14486,46487,1
14486,16829,1
14486,52490,1
14486,32270,1
14486,29164,1
14486,74844,1
14486,69120,1
14486,29125,1
14486,44314,1
14486,86390,1
14486,32646,1
14486,26765,1
14486,79806,1
14486,62566,1
14486,56760,1
14486,71385,1
14486,14648,1
14486,27249,1
23415,6354,1
23415,39035,1
23415,38232,1
23415,39424,1
23415,16088,1
23415,39007,1
23415,49179,1
23415,19298,1
23415,39543,1
23415,16539,1
23415,579,1
23415,33006,1
23415,38799,2
23415,39343,1
23415,39858,1
23415,662,1
23415,39446,1
23415,164,1
23415,41901,1
23415,42135,1
23415,41089,1
23415,38121,1
23415,8240,1
23415,37164,1
6353,4661,1
6353,45294,1
6353,6368,1
6353,11409,1
6353,6674,2
6353,6921,1
6353,37778,1
6353,3244,2
6353,38,1
6353,1150,1
6353,15747,1
6353,13856,1
6353,143,1
6353,262,1
6353,13594,1
6353,6356,1
6353,2716,1
6353,36492,1
6353,12299,1
6353,48257,1
6353,3902,1
6353,788,1
6353,47,1
6353,40960,1
58160,44161,1
44161,45405,1
44161,54855,1
44161,60717,1
44161,56549,1
44161,52723,1
44161,57459,1
44161,57137,1
44161,57395,1
44161,90995,1
44161,63126,1
44161,59922,1
44161,57100,1
44161,58745,1
44161,47542,1
44161,44207,1
44161,50474,1
44161,66988,1
44161,40451,1
44161,66566,1
44161,48439,2
44161,55746,1
44161,62757,1
44161,53863,1
44161,54943,1
44161,52622,1
44161,56524,1
44161,19959,1
44161,43999,1
44161,43650,1
44161,57282,1
44161,55850,1
44161,57203,1
44161,57131,1
44161,4481,1
44161,51758,1
44161,92079,1
44161,52193,1
44161,8942,1
44161,56854,1
44161,76324,1
44161,39676,1
44161,59051,1
7805,9398,1
7805,19677,1
7805,4273,1
7805,9381,1
7805,133,1
7805,7573,1
7805,4373,1
7805,733,1
7805,57426,1
7805,60259,1
7805,21592,1
7805,68127,1
7805,92434,1
7805,36469,1
7805,100515,1
7805,34793,1
7805,4930,3
7805,101947,1
7805,1544,1
7805,92062,1
7805,3132,1
7805,3888,3
7805,48204,1
7805,69315,1
7805,15902,1
7805,37825,1
7805,82295,1
7805,19315,1
7805,8752,1
7805,3480,1
9398,15024,1
9398,53914,1
9398,9625,1
9398,9503,1
9398,15175,1
9398,318,1
9398,87641,1
9398,7357,1
9398,22035,1
9398,69303,1
9398,99485,1
9398,9188,2
9398,15334,1
9398,87105,1
9398,22617,1
9398,9256,2
9398,79282,1
9398,23304,1
9398,29158,1
9398,15311,1
9398,84276,1
9398,15306,1
9398,49880,1
9398,15305,1
9398,100391,1
9398,37778,1
9398,10866,1
9398,64845,1
9398,14979,1
9398,84856,1
9398,101183,1
9398,14320,1
9398,9179,1
9398,987,1
9398,70491,1
9398,36023,1
9398,79443,1
9398,48525,1
9398,9245,1
9398,23003,1
9398,68127,1
9398,8044,1
9398,99762,1
9398,89264,1
9398,52720,1
9398,16740,1
9398,27011,1
9398,23744,1
9398,55,1
9398,14917,1
9398,8989,1
9398,60306,1
9398,39397,1
9398,235,1
9398,9511,1
9398,9494,1
9398,55494,1
9398,99830,1
9398,7648,1
9398,84993,1
9398,14886,1
9398,64651,1
9398,78422,1
9398,5611,1
9398,84760,1
9398,15081,1
9398,7309,1
9398,3271,1
9398,58908,1
9398,9792,1
9398,14986,1
9398,258,1
9398,53711,1
9398,50200,1
9398,97830,1
9398,17701,1
9398,21653,1
9398,10528,1
9398,3480,1
9398,15168,2
9398,9471,1
9398,20743,1
9398,6087,1
9398,14958,1
9398,100944,1
9398,17720,1
9398,8267,1
9398,100102,1
9398,10108,1
9398,2549,1
9398,20925,1
9398,78355,1
9398,20857,1
9398,87117,1
9398,101138,1
9398,1200,1
9398,87850,1
9398,8315,1
9398,100566,1
29871,43031,1
17360,1434,1
17360,17962,1
17360,18446,1
17360,17434,1
17360,17974,1
17360,18752,1
17360,17972,1
17360,23970,1
17360,9026,1
17360,19582,1
17360,18192,1
17360,18303,1
17360,18635,1
17360,19787,1
17360,17641,3
17360,18269,1
17360,18115,1
17360,18179,1
17360,1334,1
17360,18394,1
17360,19853,1
17360,18109,1
17360,5675,1
17360,164,1
17360,17978,1
17360,9036,1
17360,10865,4
17360,7350,1
17360,18590,1
17360,18162,1
17360,8227,1
17360,19559,1
17360,18135,1
17360,6336,1
17360,18046,1
17360,16367,1
17360,21143,1
17360,20627,1
17360,18702,1
17360,18380,1
17360,10360,1
94792,93462,1
93462,95324,1
93462,19749,1
93462,94815,1
93462,96454,1
93462,94739,1
93462,95057,1
93462,94755,1
93462,93573,1
93462,95073,1
93462,96695,1
93462,42544,1
93462,95304,1
93462,95217,1
93462,47767,1
93462,95080,1
93462,1230,1
93462,94971,1
93462,95023,1
93462,95371,1
93462,94768,1
93462,19540,1
93462,94733,1
93462,95300,1
93462,95329,1
93462,95246,1
93462,94833,1
93462,94825,1
93462,95223,1
93462,95062,1
93462,21051,1
93462,94707,1
93462,94695,1
93462,95108,1
93462,20577,1
93462,94714,1
93462,94984,1
93462,94934,1
93462,95357,1
93462,95009,1
93462,95160,1
93462,95320,1
93462,95147,1
93462,94716,1
93462,94928,1
93462,95038,1
93462,94797,1
93462,95344,1
93462,95338,1
93462,95395,1
93462,95231,1
93462,95250,1
93462,94700,1
93462,94721,1
93462,95405,1
93462,95141,1
93462,94751,1
93462,95155,1
93462,95171,1
93462,95385,1
93462,94779,1
93462,20116,1
93462,19508,1
93462,95415,1
93462,94941,1
93462,94776,1
93462,95098,1
93462,7724,1
93462,98335,1
93462,87467,1
93462,94725,1
93462,94910,1
93462,95000,1
93462,94959,1
93462,95297,1
93462,94904,1
93462,95255,1
93462,95150,1
93462,95374,1
93462,95290,1
93462,94923,1
93462,95093,1
93462,95312,1
93462,95425,1
93462,95179,1
93462,94992,1
93462,95033,1
93462,94783,1
93462,94975,1
93462,95124,1
93462,95367,1
93462,95365,1
93462,93461,1
93462,95229,1
93462,82778,1
93462,95275,1
93462,94951,1
93462,95003,1
67198,66480,1
66480,66499,1
66480,67327,1
66480,66501,1
66480,66497,1
66480,66492,1
66480,66755,1
66480,67334,1
66480,66857,1
66480,67058,1
66480,67162,1
66480,67235,1
66480,67145,1
66480,67214,1
66480,67134,1
66480,67157,1
66480,66742,1
66480,67211,1
66480,67015,1
66480,66489,1
66480,66482,1
66480,67270,1
66480,67048,1
66480,67185,1
66480,66892,1
66480,67181,1
66480,66485,1
66480,66779,1
66480,67170,1
66480,66493,1
66480,66865,1
66480,67362,1
66480,66483,1
66480,66861,1
66480,66813,1
66480,66494,1
66480,67227,1
66480,66940,1
66480,66996,1
66480,66993,1
66480,67309,1
66480,66503,1
66480,67350,1
66480,66843,1
66480,67275,1
66480,67089,1
66480,66990,1
66480,66793,1
66480,67065,1
66480,66484,1
66480,66481,1
66480,66817,1
66480,67046,1
66480,67122,1
66480,66488,1
66480,67292,1
66480,66921,1
66480,67111,1
66480,66873,1
66480,67258,1
66480,66504,1
66480,66502,1
66480,66979,1
66480,67316,1
66480,67349,1
66480,66927,1
66480,67067,1
66480,66881,1
66480,66915,1
66480,66772,1
66480,66761,1
66480,67142,1
66480,67042,1
66480,66850,1
66480,67009,1
66480,67166,1
66480,66487,1
66480,66955,1
66480,66825,1
66480,67339,1
66480,67266,1
66480,67196,1
66480,67364,1
66480,66479,1
66480,67101,1
66480,66929,1
66480,66495,1
66480,66725,1
66480,66740,1
66480,66719,1
66480,66769,1
66480,66491,1
66480,67001,1
66480,66964,1
66480,66798,1
66480,66496,1
66480,67072,1
66480,67029,1
66480,66963,1
66480,66490,1
66480,67313,1
66480,67344,1
66480,66802,1
66480,67369,1
66480,66728,1
66480,66750,1
66480,66903,1
66480,66943,1
66480,66500,1
66480,66872,1
66480,67295,1
66480,67033,1
66480,67006,1
66480,66486,1
66480,67080,1
19199,18894,1
19199,19108,1
19199,17641,1
19199,18818,1
18894,18116,1
18894,8155,1
18894,18375,1
18894,8311,1
18894,9842,1
18894,19040,1
18894,252,1
18894,7295,1
18894,19193,1
18894,18929,1
18894,16367,1
18894,18644,1
18894,19197,1
9456,1013,1
64556,43,1
64556,37825,1
43,12607,1
43,40491,1
43,80145,1
43,7716,1
43,738,3
43,59972,1
43,13065,1
43,10205,1
43,81908,1
43,17106,1
43,76245,1
43,52699,1
43,17394,1
43,78089,1
43,79255,1
43,89160,1
43,79719,1
43,78252,1
43,80833,1
43,93797,1
43,12512,1
43,8442,1
43,81048,1
43,6020,3
43,32708,1
43,29612,1
43,493,1
43,20054,1
43,86040,1
43,87884,1
43,41021,1
43,28416,1
43,36708,1
43,89144,1
43,75369,1
43,30769,1
43,79756,1
43,8381,2
43,41310,1
43,29384,1
43,52011,1
43,42516,1
43,44047,1
43,10061,1
43,7499,2
43,43472,1
43,85693,1
43,9681,1
43,1847,3
43,29146,1
43,60045,1
43,157,5
43,12782,1
43,76192,1
43,31177,2
43,87271,1
43,3440,1
43,80494,1
43,102137,1
43,31472,1
43,82638,1
43,78313,1
43,7235,1
43,88149,1
43,34841,1
43,29424,2
43,30951,1
43,78584,1
43,28599,1
43,72350,1
43,26370,1
43,76384,1
43,83936,1
43,15851,2
43,29402,1
43,11900,1
43,52447,2
43,97527,1
43,42423,1
43,35898,3
43,73273,2
43,28833,2
43,11932,1
43,13057,1
43,3599,1
43,79912,1
43,42187,1
43,78744,1
43,41097,1
43,90232,2
43,14917,3
43,54839,1
43,96061,1
43,4496,1
43,13115,3
43,79672,1
43,35975,1
43,95639,1
43,26980,2
43,38576,1
43,12761,1
43,7028,1
43,62620,1
43,78083,1
43,31418,1
43,12568,1
43,80045,1
43,32272,1
43,13427,1
43,99524,1
43,15857,1
43,85278,1
43,77684,2
43,88140,1
43,12682,1
43,76178,1
43,77323,1
43,13929,1
43,76165,4
43,4554,1
43,28405,1
43,9389,1
43,77254,1
43,31206,1
43,3005,1
43,24024,1
43,20552,1
43,79824,1
43,40533,1
43,89594,1
43,12526,1
43,93668,1
43,81301,1
43,40572,1
43,97183,1
43,94366,1
43,12511,1
43,94621,1
43,14372,1
43,45634,2
43,12566,1
43,46038,1
43,27185,1
43,29879,1
43,58423,2
43,43523,1
43,93836,1
43,29605,1
43,101766,2
43,5082,1
43,36253,1
43,75078,1
43,78748,1
43,80241,1
43,7202,1
43,83394,1
43,52293,1
43,15481,1
43,11359,1
43,27272,1
43,1045,1
43,81958,1
43,25656,1
43,84410,1
43,18501,4
43,12784,3
43,8963,1
43,46330,1
43,4044,1
43,41453,1
43,7211,1
43,44464,1
43,76458,1
43,13015,1
43,4132,1
43,95259,1
43,78763,1
43,4657,1
43,100847,1
43,44306,1
43,29482,1
43,4152,2
43,12514,1
43,95457,1
43,69611,1
43,13662,1
43,75938,1
43,83023,1
43,79663,1
43,85776,1
43,8581,1
43,27291,2
43,15293,1
43,22425,1
43,81952,1
43,80960,1
43,92164,1
43,40606,1
43,69909,1
43,8359,1
43,29134,1
43,78565,1
43,3767,1
43,82449,1
43,82248,1
43,10360,1
43,73750,1
43,101207,2
43,100591,1
43,96937,1
43,2277,3
43,56952,1
43,13692,2
43,92409,2
43,93704,1
43,23674,1
43,79238,2
43,95053,1
43,20366,3
43,78281,1
43,30133,1
43,683,1
43,31450,1
43,17802,1
43,15299,6
43,40920,1
43,97123,2
43,12594,1
43,52744,1
43,80572,1
43,96912,1
43,29404,1
43,92603,1
43,81344,1
43,8789,1
43,986,1
43,3263,1
43,15583,3
43,22684,1
43,76462,2
43,4459,1
43,40743,1
43,56118,1
43,8278,1
43,112,1
43,83985,1
43,47232,1
43,27685,1
43,278,1
43,15539,1
43,28911,1
43,57741,1
43,13909,1
43,4558,1
43,7971,1
43,32,1
43,69260,1
43,12688,1
43,5595,1
43,13689,2
43,16276,1
43,15661,1
43,93069,1
43,49165,1
43,3016,1
43,94537,1
43,49219,1
43,62637,1
43,40336,1
43,12535,5
43,27503,1
43,76697,2
43,6608,1
43,41088,1
43,9280,1
43,76069,1
43,49846,1
43,12546,1
43,9152,1
43,42604,1
43,87965,1
43,15420,1
43,30909,1
43,76643,1
43,80737,1
43,76825,1
43,80075,1
43,57228,1
43,40864,1
43,76927,2
43,2742,1
43,14849,1
43,76510,1
43,58405,1
43,2434,2
43,80855,1
43,81420,1
43,9798,1
43,78244,1
43,9097,1
43,49954,1
43,27056,1
43,86122,2
43,41056,1
43,79555,1
43,98135,1
43,40971,1
43,80221,2
43,28722,2
43,54702,1
43,40986,1
43,4841,1
43,96241,1
43,12587,1
43,16060,1
43,88456,1
43,50626,1
43,38385,1
43,37834,1
43,78932,2
43,66991,1
43,78210,1
43,11424,2
43,79763,1
43,8040,1
43,76168,1
43,39189,1
43,12767,1
43,90342,1
43,81709,1
43,64477,1
43,81056,1
43,56370,1
43,41961,1
43,93894,1
43,5316,1
43,40611,1
43,12515,1
43,14898,2
43,13777,1
43,76146,1
43,9423,1
43,2012,1
43,39848,1
43,43173,1
43,79587,1
43,46336,1
43,84462,1
43,65602,1
43,12593,1
43,35935,1
43,78696,1
43,36771,1
43,81360,1
43,27039,1
43,40634,1
43,81497,1
43,92097,1
43,27006,1
43,6081,1
43,83798,1
43,12552,1
43,38631,1
43,27068,1
43,40470,1
43,45245,1
43,12714,1
43,85015,1
43,31205,1
43,76329,1
43,95291,1
43,52184,1
43,3687,1
43,76844,2
43,94846,1
43,42301,1
43,9234,1
43,81319,1
43,28874,1
43,98292,1
43,47488,1
43,2840,2
43,40481,1
43,80624,1
43,90170,1
43,66763,1
