source,target,weight
50794,62754,1
50794,6753,1
50794,60296,1
50794,63972,1
50794,57638,1
50794,15486,1
50794,15552,1
50794,51747,1
50794,59008,1
50794,12046,1
50794,87842,1
50794,38734,1
50794,63396,1
50794,18461,1
50794,58055,1
50794,54280,1
50794,74428,1
50794,10515,1
50794,33836,1
50794,12428,1
50794,2310,1
50794,45986,1
50794,7284,1
50794,18031,1
50794,65579,1
50794,21044,1
50794,36283,1
50794,53732,1
50794,23751,1
50794,15915,2
50794,18805,1
50794,49279,1
50794,62188,1
50794,52450,1
50794,45616,1
50794,56120,1
50794,64233,1
50794,56903,1
50794,65295,1
50794,62128,1
50794,35913,1
50794,88674,1
50794,59290,1
50794,65914,1
50794,58059,1
50794,42467,1
50794,56201,1
50794,81446,1
50794,62636,1
50794,64885,1
50794,56674,1
50794,58247,1
50794,10878,1
50794,51254,1
50794,50482,1
50794,56675,1
50794,3239,1
50794,50342,1
50794,1211,1
50794,52838,1
50794,58815,1
50794,40390,1
50794,8561,1
50794,54291,1
50794,51329,1
50794,38650,1
50794,52770,1
50794,51511,1
50794,51058,1
50794,32731,1
50794,53363,1
50794,10803,1
50794,59866,1
50794,90822,1
50794,7357,1
50794,56785,1
50794,45522,1
50794,278,1
50794,52878,1
50794,66272,1
50794,53945,1
50794,62967,1
50794,49884,1
50794,647,1
50794,50718,1
50794,52814,1
50794,51296,1
50794,51929,1
50794,56286,1
50794,58660,1
50794,35966,1
50794,53134,1
50794,21787,1
50794,53232,1
50794,1198,1
50794,17754,1
50794,54701,1
50794,1778,1
50794,48451,1
50794,53536,1
50794,53214,1
50794,60077,1
50794,17838,1
50794,15041,1
50794,51719,1
50794,49668,1
50794,59891,1
50794,15758,3
50794,1819,1
50794,18055,1
50794,50949,1
50794,1354,1
50794,5966,1
50794,35115,1
50794,53668,1
50794,65159,1
50794,901,1
50794,56354,1
50794,45648,1
50794,68040,1
50794,60887,1
50794,52634,1
50794,53382,1
50794,34005,1
50794,12164,1
50794,6668,1
50794,60359,1
50794,19354,1
50794,63027,2
50794,62885,1
50794,63917,1
50794,54635,1
50794,63124,1
50794,52973,1
50794,80139,1
50794,51260,1
50794,68512,1
50794,40766,1
50794,55079,1
50794,60176,1
50794,56967,1
50794,43901,1
50794,58958,1
50794,62791,1
50794,57982,1
50794,43677,1
50794,59936,1
50794,9757,1
50794,3361,1
50794,63463,1
50794,54421,1
50794,79972,1
50794,9713,1
50794,83389,1
50794,25951,1
50794,22174,1
50794,63366,1
50794,53639,1
50794,10568,1
50794,84179,1
50794,28826,1
50794,2716,1
50794,41870,1
50794,100916,1
50794,9191,1
50794,58185,1
50794,9468,1
50794,52747,1
50794,51112,1
50794,83666,1
50794,59592,1
50794,26184,1
50794,54497,1
50794,36914,1
50794,9470,1
50794,19537,1
50794,6870,1
50794,1472,1
50794,60849,1
50794,61068,1
50794,51512,1
50794,157,2
50794,88801,1
50794,51668,1
50794,40747,1
50794,59529,1
50794,68544,1
50794,43123,1
50794,57771,1
50794,14418,1
50794,60415,1
50794,52564,1
50794,50303,1
50794,56591,1
50794,33722,1
50794,40662,1
50794,14157,1
50794,9116,1
50794,56345,1
50794,62953,1
50794,6560,1
50794,30458,1
50794,56831,1
50794,7395,1
50794,71509,1
50794,40615,1
50794,46392,1
50794,23364,1
50794,52310,1
50794,55957,1
50794,58001,1
50794,43547,1
50794,41820,1
50794,51018,1
50794,8517,1
50794,85050,1
50794,52024,1
50794,50528,1
50794,28212,1
50794,61025,1
50794,53569,1
50794,46644,1
50794,31823,1
50794,46725,2
50794,58710,1
50794,53198,1
50794,51570,1
50794,53006,1
50794,26036,1
50794,49370,1
50794,52668,1
50794,48885,1
50794,12818,1
50794,10549,1
50794,58242,1
50794,51825,1
50794,51065,1
50794,53074,1
50794,53272,1
50794,9458,1
50794,51601,1
50794,57522,1
50794,54045,1
50794,17923,1
50794,61909,1
50794,3309,1
50794,41115,1
50794,43388,1
50794,3046,1
50794,81243,1
50794,55552,1
50794,21384,1
50794,14947,1
50794,56288,1
50794,48775,1
50794,10529,1
50794,52583,1
50794,52612,1
50794,53340,1
50794,11780,1
50794,51025,1
50794,2616,1
50794,2265,1
50794,4965,1
50794,45803,1
50794,10527,1
50794,43913,1
50794,51506,1
50794,23124,1
50794,12751,1
50794,66612,1
50794,53114,1
50794,3282,1
50794,13329,1
50794,3139,1
50794,14897,1
50794,10532,1
50794,794,1
50794,61124,1
50794,48406,1
50794,32185,1
50794,75175,1
50794,52911,1
50794,8389,1
50794,9970,1
50794,59153,1
50794,55207,1
50794,19338,1
50794,4554,1
50794,53055,1
50794,3879,1
50794,63946,1
50794,1209,1
50794,49011,1
50794,61534,1
50794,82590,1
50794,5537,1
50794,63783,1
50794,53591,1
50794,88448,1
50794,57329,1
50794,34226,1
50794,37778,1
50794,19373,1
50794,72174,1
50794,3967,1
50794,56701,1
50794,17095,1
50794,51526,1
50794,57313,1
50794,27549,1
50794,54587,1
50794,15553,1
50794,30465,1
50794,1935,1
50794,55566,1
50794,77317,1
50794,50758,1
50794,48165,1
50794,52051,1
50794,58874,1
50794,1986,1
50794,84063,1
50794,51126,1
50794,18663,1
50794,45551,1
50794,82923,1
50794,60789,1
50794,2679,1
50794,50623,1
50794,51270,2
50794,7795,1
50794,32015,1
50794,58,1
50794,58730,1
50794,59196,1
50794,60259,1
50794,62965,1
50794,9806,1
50794,16088,1
50794,53100,1
50794,369,1
50794,4273,1
50794,42623,1
50794,58497,1
50794,52319,1
50794,54150,1
50794,54605,1
50794,53356,1
50794,4487,1
50794,52410,1
50794,1217,1
50794,61532,1
50794,85251,1
50794,49880,1
50794,916,1
50794,39073,1
50794,21395,1
50794,6783,1
50794,51654,1
50794,29008,1
50794,60872,1
50794,16782,1
50794,44636,1
50794,51899,1
50794,62132,1
50794,52455,1
50794,61223,1
50794,59200,1
50794,55855,1
50794,20004,1
50794,65134,1
50794,58145,1
50794,70716,1
50794,65086,1
50794,76825,1
50794,410,1
50794,53187,1
50794,10531,1
50794,2842,1
50794,51691,1
50794,60102,1
50794,47205,1
50794,61667,1
50794,50939,1
50794,41352,1
50794,52176,1
50794,59346,1
50794,53685,1
50794,59172,1
50794,262,1
50794,6610,1
50794,16933,1
50794,65466,1
50794,43431,1
50794,57021,1
50794,617,1
50794,10947,1
50794,67995,1
50794,62347,1
50794,57600,1
50794,31061,1
50794,27,1
50794,61133,1
50794,62145,1
50794,54711,1
50794,60784,1
50794,9278,1
50794,52513,1
50794,40177,1
50794,48825,1
50794,54406,1
50794,59060,1
50794,49904,1
50794,54717,1
50794,52832,1
50794,29623,1
50794,52211,1
50794,19674,1
50794,42691,1
50794,52079,1
50794,57730,1
50794,40297,1
50794,57880,1
50794,50793,1
50794,52368,1
50794,20807,2
50794,35820,1
50794,59382,1
50794,36137,1
50794,52673,1
50794,54464,1
50794,6193,1
50794,45182,1
50794,477,1
50794,64444,1
50794,53424,1
50794,63127,1
50794,51077,1
50794,51318,1
50794,28899,1
50794,79858,1
50794,40744,1
50794,74072,1
50794,42352,1
50794,67402,1
50794,6014,1
50794,90863,1
50794,58819,1
50794,58377,1
50794,55160,1
50794,32208,1
50794,4722,1
50794,41308,1
50794,60841,1
50794,51523,1
50794,51263,1
50794,22166,1
50794,51163,1
50794,2934,1
50794,10533,1
50794,51547,1
50794,57253,1
50794,3535,1
50794,59677,1
50794,58820,1
50794,14115,1
50794,14417,1
50794,37616,1
50794,56453,1
50794,51636,1
50794,3541,1
50794,64584,1
50794,63816,1
50794,52333,1
50794,2060,1
50794,80976,1
50794,56521,1
50794,54261,1
50794,58653,1
50794,53451,1
50794,62997,1
50794,31613,1
50794,8313,1
50794,8788,1
50794,51833,1
50794,19907,1
50794,41575,1
50794,61018,1
50794,38578,1
50794,17468,1
50794,71266,1
50794,64426,1
50794,12141,1
50794,57606,1
50794,39436,1
50794,6660,1
50794,52147,1
50794,5919,1
50794,12899,1
50794,53300,1
50794,79014,1
50794,17115,1
50794,59226,1
50794,86989,1
50794,72524,1
50794,6893,1
50794,9721,1
50794,24041,1
50794,63318,1
50794,86626,1
50794,38403,1
50794,48266,1
50794,59304,1
50794,65085,1
50794,66031,1
50794,57207,1
50794,59191,1
50794,53883,1
50794,1225,1
50794,52953,1
50794,59947,1
50794,51191,1
50794,31690,1
50794,48709,1
50794,100969,1
50794,38360,1
50794,52191,1
50794,65717,1
50794,303,1
50794,70033,1
50794,2012,1
50794,25678,1
50794,42111,1
50794,22376,1
50794,7575,1
50794,64383,1
50794,56300,1
50794,51868,1
50794,57649,1
50794,51968,1
50794,53539,1
50794,36729,1
50794,54755,1
50794,17560,1
50794,486,1
50794,51995,1
50794,47797,1
50794,51379,1
50794,53460,1
50794,51408,1
50794,43598,1
50794,99945,1
50794,10525,1
50794,58103,1
50794,29020,1
50794,51451,1
50794,53573,1
50794,55498,1
50794,39683,1
50794,51304,1
50794,28877,1
50794,51404,1
50794,3865,1
50794,98767,1
50794,57561,1
50794,101966,1
50794,51993,1
50794,24813,1
50794,62996,1
50794,54604,1
50794,33618,1
50794,75562,1
50794,12748,1
50794,34646,1
50794,21800,1
50794,17949,1
50794,75624,1
50794,7107,1
50794,51407,1
50794,60389,1
50794,100946,1
50794,54522,1
50794,28002,1
50794,51900,1
50794,2555,1
50794,45974,1
50794,50134,1
50794,48178,1
50794,2434,1
50794,5654,1
50794,54974,1
50794,3642,1
50794,69042,1
50794,10454,1
50794,81097,1
50794,54088,1
50794,31433,1
50794,55388,1
50794,51866,1
50794,8417,1
50794,59780,1
50794,44221,1
50794,89069,1
50794,23499,1
50794,59124,1
50794,91030,1
50794,53403,1
50794,7652,1
50794,8278,1
50794,31079,1
50794,27270,1
50794,6081,1
50794,18229,1
50794,19960,1
50794,35191,1
50794,52141,1
50794,12602,1
50794,63219,1
50794,45455,1
50794,42738,1
50794,69005,1
50794,84360,1
50794,19368,1
50794,52510,1
50794,64543,1
50794,58263,1
50794,49172,1
50794,7525,1
50794,59146,1
50794,6242,1
50794,48214,1
50794,41038,1
50794,49530,1
50794,37107,1
50794,51207,1
50794,41551,1
50794,54544,1
50794,60257,1
50794,73504,1
50794,13692,1
50794,57537,1
50794,66808,1
50794,51427,1
50794,54071,1
50794,53410,1
50794,69812,1
50794,55342,1
50794,43263,1
50794,33540,1
50794,53923,1
50794,51246,1
50794,51151,1
50794,35644,1
50794,65255,1
50794,80210,1
50794,10526,1
50794,89364,1
50794,74866,1
50794,54575,1
50794,18820,1
50794,51287,1
50794,53065,1
50794,23978,1
50794,75993,1
50794,51527,1
50794,51540,1
50794,51585,1
50794,4854,1
50794,45440,1
50794,74143,1
50794,29257,1
50794,60174,1
50794,46316,1
50794,78168,1
50794,42059,1
50794,51141,1
50794,50953,1
50794,8122,1
50794,59282,1
50794,54844,1
50794,47577,1
50794,54669,1
50794,66458,1
50794,54944,1
50794,64348,1
50794,51416,1
50794,51413,1
50794,30076,1
50794,58394,1
50794,52140,1
50794,53540,1
50794,40625,1
50794,12346,1
50794,60183,1
50794,38732,1
48775,48590,1
48775,6013,1
48775,1402,1
48775,1183,1
48775,9414,1
48775,19594,1
48775,407,1
48775,78830,1
48775,43987,2
48775,7567,1
48775,7013,2
48775,6341,1
48775,28915,2
48775,30212,1
48775,6838,1
48775,82152,1
48775,932,1
48775,47898,1
48775,5077,1
48775,18873,1
48775,15446,1
48775,579,1
48775,34864,1
48775,3007,1
48775,17866,1
48775,2991,1
48775,2996,1
48775,56508,1
48775,43,1
48775,81894,1
48775,27424,1
48775,29180,1
48775,290,1
48775,14186,1
48775,41951,1
48775,32696,1
48775,3973,1
48775,35448,1
48775,43274,1
48775,50138,1
48775,55491,1
48775,47371,1
48775,5243,1
48775,20788,1
48775,35815,1
48775,45032,1
48775,427,1
48775,14287,1
48775,142,1
48775,58056,1
48590,87337,1
48590,68035,1
48590,7394,1
48590,19597,1
48590,58430,1
48590,87283,1
48590,83276,1
48590,6730,1
48590,81313,1
48590,21432,1
48590,86144,1
48590,79634,1
48590,37761,1
48590,65099,1
48590,59029,1
48590,72147,1
48590,84982,1
48590,55404,1
48590,59201,1
48590,61797,1
48590,79140,1
48590,28797,1
48590,92762,1
48590,79378,1
48590,8218,1
48590,28104,1
48590,79529,1
48590,84933,1
48590,83712,1
48590,83097,1
48590,64809,1
48590,65026,1
48590,84244,1
48590,87572,1
48590,84451,1
48590,84456,1
48590,12537,1
48590,68103,1
48590,90995,1
48590,83285,1
48590,83114,1
48590,77301,1
48590,85355,1
48590,90275,1
48590,86252,1
48590,65595,1
48590,45713,1
48590,63216,1
48590,36187,1
48590,90020,1
48590,57656,1
48590,65086,1
48590,87598,1
48590,1154,2
48590,83462,1
48590,38988,1
48590,40236,1
48590,84211,1
48590,101320,1
48590,73062,1
48590,79927,1
48590,8794,1
48590,88499,1
48590,85831,1
48590,55043,1
48590,102210,4
48590,78529,1
48590,95903,1
48590,68036,1
48590,86695,1
48590,66771,1
48590,60011,1
48590,78073,1
48590,63765,1
48590,85715,1
48590,83531,1
48590,84008,1
48590,48589,1
48590,92079,1
48590,83173,1
48590,24901,1
48590,77526,1
48590,19435,2
48590,68852,1
48590,67555,1
48590,59198,1
48590,91944,1
48590,57006,1
48590,86709,1
48590,68061,1
48590,84237,1
48590,86344,1
48590,16740,1
48590,61346,1
48590,84372,1
48590,72421,1
48590,80987,1
48590,44500,1
48590,18658,1
48590,16183,1
48590,89664,1
2464,22052,1
2464,202,2
2464,2193,1
2464,25544,1
2464,31244,1
2464,24038,1
39913,124,1
39913,4674,1
124,72363,1
124,28294,1
124,33384,1
124,39245,1
124,11493,1
124,42160,1
124,49979,1
124,75291,1
124,41185,1
124,59730,1
124,74094,1
124,73777,1
124,10731,1
124,10691,1
124,81989,1
124,12285,1
124,11597,1
124,37890,1
124,90735,1
124,64775,1
124,10947,1
124,91716,1
124,102434,1
124,42211,1
124,39908,1
124,47317,1
124,3896,2
124,47925,1
124,85160,1
124,33377,2
124,79710,1
124,19788,2
124,49669,1
124,76413,1
124,33116,1
124,39959,1
124,62154,1
124,83879,1
124,65394,1
124,9378,1
124,36485,1
124,2762,1
124,43353,1
124,19302,1
124,75326,1
124,79972,3
124,6831,1
124,37963,1
124,6193,2
124,47628,1
124,5931,1
124,34904,1
124,34265,1
124,72801,1
124,87714,1
124,42949,1
124,72520,1
124,41291,1
124,14850,1
124,73441,1
124,9191,1
124,37729,1
124,78212,1
124,12686,1
124,73817,1
124,46577,1
124,4043,1
124,6977,1
124,46552,1
124,5293,1
124,23592,1
124,251,1
124,48262,1
124,29754,1
124,46653,1
124,58672,1
124,8374,1
124,29043,1
124,35913,1
124,88313,1
124,36303,1
124,33141,1
124,35141,1
124,6567,1
124,39632,1
124,88862,2
124,73050,1
124,75437,1
124,90437,1
124,14307,1
124,790,5
124,84729,1
124,79511,1
124,82000,1
124,34952,3
124,51337,1
124,62060,1
124,46944,1
124,75281,1
124,55782,1
124,36971,1
124,3873,2
124,10246,1
124,60295,1
124,46584,1
124,74486,1
124,85498,2
124,64867,1
124,65619,1
124,21432,1
124,46808,1
124,46680,1
124,36005,1
124,72763,1
124,86886,1
124,41070,1
124,78809,1
124,64107,1
124,26447,1
124,271,1
124,34638,1
124,38158,1
124,2386,1
124,5359,1
124,3156,1
124,49684,1
124,102139,1
124,46487,1
124,8389,1
124,46610,1
124,66017,1
124,33267,1
124,24041,1
124,7997,1
124,30231,1
124,99712,1
124,66957,1
124,33374,3
124,72988,1
124,40625,1
124,78987,1
124,25801,1
124,7295,1
124,49496,1
124,74106,1
124,25685,1
124,72962,1
124,8381,1
124,47983,1
124,81591,1
124,39853,1
124,72707,1
124,5965,2
124,75915,1
124,7609,1
124,58450,1
124,5804,1
124,47410,1
124,53765,1
124,22828,1
124,18678,1
124,55959,1
124,17113,1
124,35732,1
124,71109,1
124,47418,1
124,13503,1
124,64476,1
124,39848,1
124,48168,2
124,26321,1
124,5620,1
124,32984,1
124,91299,1
124,23698,1
124,47714,1
124,13997,1
124,40039,1
124,101790,1
124,33524,1
124,74351,1
124,55494,1
124,40403,1
124,63666,1
124,77897,1
124,17145,1
124,47595,1
124,34223,1
124,74688,1
124,64964,1
124,43955,1
124,41559,1
124,43654,2
124,66142,1
124,64985,1
124,548,1
124,79596,1
124,47670,1
124,63565,1
124,4300,1
124,67346,2
124,34938,1
124,72659,1
124,1430,1
124,32571,1
124,37701,1
124,72547,1
124,33962,1
124,41979,1
124,46106,1
124,59159,1
124,75735,1
124,78428,2
124,73397,1
124,33587,2
124,4289,1
124,49786,1
124,14788,1
124,88875,1
124,66197,1
124,27457,1
124,28405,1
124,69769,1
124,3219,1
124,7922,1
124,44360,1
124,13441,1
124,16601,1
124,65847,1
124,32701,1
124,73329,1
124,8803,2
124,5856,1
124,55735,1
124,58427,1
124,47575,1
124,98,1
124,28668,1
124,90204,1
124,46622,1
124,65836,1
124,47537,1
124,78654,1
124,77352,1
124,35161,1
124,32006,1
124,6783,1
124,32963,1
124,81837,1
124,16303,1
124,53189,1
124,47606,1
124,34949,1
124,40721,1
124,10903,1
124,3023,1
124,94072,1
124,8679,1
124,9416,1
124,1935,1
124,17943,1
124,72228,1
124,11082,1
124,62693,1
124,16199,1
124,31244,1
124,2182,1
124,3696,1
124,79783,1
124,49016,1
124,40667,1
124,42636,1
124,33477,1
124,6316,2
124,112,1
124,75937,1
124,36821,1
124,34480,1
124,39338,1
124,5650,3
124,2232,1
124,48575,1
124,51931,2
124,76836,1
124,34138,1
124,73466,1
124,12017,1
124,59585,1
124,28365,1
124,1253,1
124,79391,1
124,10474,1
124,6014,2
124,46568,1
124,63733,1
124,21548,3
124,707,1
124,72190,1
124,1229,1
124,26182,1
124,39127,2
124,48604,1
124,91667,1
124,46657,1
124,44431,1
124,7273,1
124,53866,1
124,48747,1
124,19628,1
124,73791,1
124,18521,1
124,11804,1
124,63628,1
124,75616,1
124,37571,1
124,52706,1
124,10542,1
124,60695,1
124,22961,1
124,19243,2
124,42496,2
124,25675,1
124,23877,1
124,65516,1
124,46441,2
124,16378,1
124,47998,1
124,41595,1
124,48564,1
124,64360,1
124,13046,1
124,35538,1
124,86929,1
124,39080,2
124,64796,1
124,55338,1
124,45163,1
124,83722,1
124,9427,1
124,33424,1
124,38962,1
124,39609,1
124,14117,1
124,33049,1
124,57175,1
124,74991,1
124,73184,1
124,14564,1
124,97440,1
124,60384,1
124,73825,1
124,39149,1
124,65688,1
124,34545,1
124,73376,1
124,493,1
124,36049,1
124,40419,1
124,2728,1
124,80372,1
124,40261,1
124,33460,1
124,78780,1
124,58238,1
124,69732,1
124,5820,1
124,14838,1
124,36504,1
124,54720,1
124,3710,3
124,99517,1
124,64396,1
124,67310,1
124,72728,1
124,81496,1
124,84759,1
124,80409,1
124,33884,1
124,33265,1
124,29657,1
124,41071,2
124,42110,1
124,2953,1
124,39911,1
124,58587,1
124,11027,1
124,92181,1
124,2201,1
124,50813,1
124,3771,1
124,84519,1
124,51588,1
124,74948,1
124,2310,1
124,10201,1
124,13215,1
124,677,1
124,66530,1
124,2822,1
124,21393,1
124,38912,1
124,45986,1
124,48534,1
124,33537,1
124,73163,1
124,27355,1
124,74896,1
124,51372,1
124,19009,1
124,581,1
124,32027,1
124,40976,1
124,94416,1
124,63451,1
124,39179,1
124,72979,1
124,36252,1
124,33171,1
124,73243,1
124,78160,1
124,73448,1
124,49298,1
124,5898,1
124,48781,1
124,3755,1
124,36546,1
124,6821,2
124,49915,1
124,57387,1
124,77067,1
124,34639,3
124,39910,1
124,4257,1
124,17316,1
124,76483,1
124,6437,1
124,38130,1
124,35608,1
124,5195,2
124,99702,1
124,79896,1
124,11595,1
124,72071,1
124,99809,1
124,87067,1
124,47528,1
124,18383,1
124,11294,1
124,55080,1
124,98565,1
124,76679,1
124,73557,1
124,39090,1
124,83346,1
124,41140,1
124,46522,1
124,73283,1
124,18613,1
124,20559,1
124,1754,1
124,47,1
124,15915,1
124,64817,1
124,15341,1
124,68858,1
124,74915,1
124,33322,2
124,91560,1
124,80988,1
124,38481,1
124,63596,1
124,49063,1
124,56735,1
124,72910,1
124,44031,1
124,15352,1
124,4190,1
124,72805,1
124,49039,1
124,2000,2
124,50742,1
124,6918,1
124,12603,1
124,46901,1
124,50875,1
124,39459,1
124,38676,1
124,73013,1
124,31540,1
124,78786,1
124,7119,1
124,82399,1
124,73323,1
124,36325,1
124,39192,1
124,38190,1
124,78886,1
124,19783,1
124,20681,1
124,40434,1
124,9355,1
124,32553,1
124,65233,1
124,68152,1
124,42429,2
124,74846,1
124,47481,1
124,74722,1
124,11199,1
124,77000,1
124,8822,1
124,11295,1
124,49813,1
124,77592,1
124,40688,1
124,75425,1
124,80515,1
124,50397,1
124,38909,1
124,37439,1
124,89365,1
124,39134,1
124,74661,1
124,71604,1
124,63409,1
124,68144,2
124,45604,1
124,60663,1
124,3315,1
124,47225,1
124,73698,1
124,83427,1
124,76431,1
124,51062,1
124,47315,1
124,22668,1
124,40358,1
124,2803,1
124,46007,1
124,90716,1
124,8121,1
124,54987,1
124,59350,1
124,4657,1
124,22741,1
124,1049,1
124,29976,1
124,86610,1
124,56938,1
124,86451,1
124,52667,1
124,61680,1
124,76916,1
124,68809,1
124,10546,1
124,79157,1
124,46648,1
124,74105,1
124,72654,1
124,30895,1
124,81555,1
124,74274,1
124,69826,1
124,9456,1
124,54555,1
124,75040,1
124,21956,1
124,46619,1
124,77599,1
124,73255,1
124,51666,1
124,73839,1
124,29706,1
124,7801,1
124,69919,1
124,43969,1
124,74037,1
124,70323,1
124,22276,1
124,46550,1
124,13556,1
124,86222,1
124,48371,1
124,38647,1
124,8943,1
124,73431,1
124,76839,1
124,70764,1
124,67563,1
124,65354,1
124,72283,1
124,10187,1
124,33292,1
124,63573,1
124,6052,1
124,74312,1
124,4273,2
124,4162,1
124,74337,1
124,88137,1
124,43249,1
124,78231,1
124,1319,1
124,1975,1
124,64115,1
124,565,1
124,2176,1
124,63956,1
124,66229,1
124,76978,1
124,91333,1
124,2993,1
124,79548,1
124,27349,1
124,64551,1
124,33747,1
124,64472,1
124,39045,1
124,24024,1
124,62644,1
124,59483,1
124,79408,1
124,48713,1
124,22376,3
124,37401,1
124,32980,1
124,59972,1
124,78806,1
124,32740,1
124,73815,1
124,65324,1
124,38724,1
124,76319,1
124,76793,1
124,36298,1
124,13649,3
124,83628,1
124,16428,1
124,64865,2
124,69966,1
124,72598,1
124,3312,1
124,43106,1
124,32446,1
124,23869,1
124,52277,1
124,27976,1
124,77129,1
124,49493,1
124,74077,1
124,39216,1
124,39142,1
124,96484,1
124,79643,1
124,47023,1
124,57506,1
124,72956,1
124,57318,1
124,75758,1
124,25593,1
124,69511,1
124,34940,1
124,11667,1
124,5630,1
124,9227,1
124,66021,1
124,90631,1
124,20865,1
124,1588,1
124,62820,1
124,73039,1
124,101582,1
124,39162,1
124,22763,1
124,47515,1
124,66562,1
124,35384,1
124,84444,1
124,76929,1
124,58867,1
124,15756,1
124,72872,1
124,13746,1
124,94901,1
124,67314,1
124,33547,1
124,66015,1
124,56600,1
124,72372,1
124,76989,1
124,11939,1
124,74693,1
124,8648,1
124,39826,1
124,85553,1
124,94942,1
124,7499,1
124,90587,1
124,10779,1
124,72355,1
124,33016,2
124,39821,1
124,59126,1
124,41258,1
124,77449,1
124,42193,1
124,18501,1
124,46562,1
124,34081,1
124,46876,1
124,66400,1
124,3735,1
124,6452,1
124,33121,1
124,39630,1
124,46555,1
124,6210,2
124,73320,1
124,72295,1
124,72311,1
124,66871,1
124,66944,1
124,100895,1
124,88520,1
124,72559,1
124,753,1
124,72189,1
124,42530,1
124,9595,1
124,32986,1
124,13737,1
124,46728,1
124,46905,1
124,31213,1
124,46027,1
124,47159,1
124,84549,1
124,9278,1
124,65179,1
124,93286,1
124,86114,1
124,62301,1
124,35604,4
124,45455,1
124,29047,1
124,33435,1
124,40329,1
124,24080,1
124,74723,1
124,50951,1
124,63394,1
124,36997,2
124,37735,1
124,38041,1
124,83650,1
124,2634,1
124,46510,1
124,5514,1
124,75980,1
124,37010,1
124,50525,1
124,7543,1
124,81136,2
124,79554,1
124,3096,1
124,47206,1
124,64393,1
124,47697,1
124,16368,1
124,82544,1
124,39130,2
124,64825,1
124,76448,2
124,84020,1
124,15656,2
124,87303,1
124,14466,2
124,20815,1
124,46580,1
124,2638,1
124,85493,1
124,73246,1
124,78574,1
124,29354,1
124,43848,2
124,57190,1
124,46601,1
124,59592,1
124,73342,1
124,39123,1
124,33935,1
124,8752,1
124,72803,1
124,82007,1
124,39464,1
124,47527,1
124,50939,1
124,22939,1
124,40442,1
124,52740,1
124,89955,1
124,33015,1
124,17275,1
124,53516,1
124,39661,1
124,83233,1
124,3407,1
124,43940,2
124,80664,1
124,42438,1
124,3929,1
124,69140,1
124,5231,2
124,39309,1
124,37959,3
124,12537,1
124,87788,1
124,36460,1
124,28634,2
124,48461,1
124,39555,2
124,85751,1
124,52713,1
124,46545,1
124,3168,2
124,47397,1
124,19072,2
124,73379,1
124,3444,1
124,1568,1
124,74175,1
124,63896,3
124,80134,1
124,76421,2
124,21592,1
124,59135,1
124,73789,1
124,15816,1
124,36168,1
124,99656,1
124,85872,1
124,33858,1
124,101952,2
124,20634,1
124,17306,1
124,46589,1
124,30566,1
124,15929,1
124,40231,1
124,10936,1
124,31710,1
124,36443,1
124,8192,1
124,37616,1
124,11462,1
124,78392,1
124,9817,1
124,40687,1
124,59063,1
124,46525,1
124,55460,1
124,52325,1
124,1298,1
124,46686,1
124,22384,1
124,30845,1
124,1323,1
124,8941,1
124,37987,2
124,100175,1
124,56284,1
124,39285,1
124,14177,1
124,74260,1
124,101713,1
124,39616,1
124,8948,1
124,42560,1
124,10501,1
124,49482,1
124,77907,1
124,4818,1
124,64124,1
124,23611,1
124,49169,1
124,72246,1
124,47620,1
124,29527,1
124,46611,1
124,14864,1
124,50468,1
124,72680,1
124,34271,1
124,36340,1
124,23124,1
124,61105,1
124,78004,1
124,353,1
124,278,2
124,38244,1
124,65553,1
124,46761,1
124,69423,1
124,49379,1
124,46715,1
124,65471,1
124,64382,1
124,86717,1
124,34919,1
124,71568,1
124,33033,1
124,21279,1
124,6693,1
124,60335,1
124,17181,1
124,14123,1
124,71655,1
124,58850,1
124,36370,1
124,85053,1
124,14861,1
124,39203,1
124,73591,1
124,641,1
124,36109,1
124,64017,1
124,17972,1
124,93131,1
124,56170,2
124,10937,1
124,77364,1
124,6233,1
124,76124,1
124,14949,1
124,33474,1
124,36701,1
124,48198,1
124,33256,1
124,59171,1
124,11237,1
124,27096,1
124,69890,1
124,16097,1
124,46494,1
124,13374,2
124,15223,1
124,33600,1
124,11552,1
124,88385,1
124,42069,1
124,40370,4
124,35073,1
124,88553,1
124,52397,1
124,32254,1
124,70340,1
124,39187,1
124,72134,1
124,5814,1
124,33321,1
124,38475,1
124,74685,1
124,86361,1
124,33158,1
124,65130,1
124,75022,1
124,77283,1
124,44112,1
124,3037,1
124,39558,1
124,63913,1
124,40748,1
124,77448,1
124,78730,1
124,35451,1
124,72464,1
124,40991,1
124,573,1
124,40771,1
124,89944,1
124,40509,1
124,6304,1
124,94543,1
124,33122,1
124,23037,1
124,47424,1
124,50933,1
124,82334,1
124,75576,1
124,36953,2
124,50704,1
124,6796,1
124,563,1
124,60796,1
124,16238,1
124,19587,1
124,77052,1
124,6902,1
124,34486,1
124,75494,1
124,8757,1
124,25853,1
124,6594,1
124,73375,1
124,44417,1
124,89324,1
124,97199,1
124,58828,1
124,7783,1
124,38942,1
124,12039,1
124,49515,1
124,33250,1
124,13484,1
124,39768,1
124,74078,1
124,81617,1
124,73518,1
124,7854,1
124,48334,1
124,34846,1
124,50345,1
124,1833,1
124,16062,1
124,58129,1
124,28104,1
124,17813,1
